MJD,filter,unforced_mag,unforced_mag_error,unforced_mag_status,forced_ujy,forced_ujy_error
59052.381701,r,17.884,0.048,positive,,
59052.326970,g,20.854,,limit,,
59051.382049,r,17.865,0.056,positive,,
59051.328333,g,19.706,0.120,positive,,
59050.445208,r,17.831,0.049,positive,,
59050.385752,g,19.625,0.108,positive,,
59049.324051,g,19.643,0.114,positive,,
59048.391678,r,17.833,0.051,positive,,
59048.367523,g,19.864,0.139,positive,,
59047.415313,r,17.831,0.052,positive,,
59047.281470,g,19.729,0.115,positive,,
59046.391921,r,17.838,0.049,positive,,
59046.366600,g,20.700,,limit,,
59045.351181,r,17.808,0.049,positive,,
59045.277431,g,19.721,0.136,positive,,
59044.385382,r,17.820,0.055,positive,,
59044.370093,g,19.705,0.121,positive,,
59043.344977,g,19.745,0.127,positive,,
59043.286632,r,17.811,0.055,positive,,
59042.384931,r,17.797,0.052,positive,,
59042.338461,g,19.757,0.144,positive,,
59041.370428,g,19.704,0.155,positive,,
59041.277407,r,17.750,0.046,positive,,
59040.363264,r,17.772,0.063,positive,,
59040.244734,g,19.569,0.141,positive,,
59039.442083,r,17.737,0.046,positive,,
59039.371701,g,19.447,0.156,positive,,
59038.473808,g,19.519,0.156,positive,,
59038.369271,r,17.765,0.061,positive,,
59037.444213,r,17.755,0.055,positive,,
59037.260162,g,19.724,0.236,positive,,
59036.364873,r,17.749,0.051,positive,,
59036.237940,g,19.144,,limit,,
59035.451700,g,19.336,,limit,,
59035.362685,r,17.727,0.055,positive,,
59034.368032,r,17.706,0.059,positive,,
59034.224537,g,19.494,0.238,positive,,
59031.446759,r,17.640,0.038,positive,,
59031.330625,g,19.410,0.151,positive,,
59028.234248,r,17.546,0.053,positive,,
59025.390926,r,17.352,0.046,positive,,
59025.327280,g,19.191,0.093,positive,,
59022.361887,g,18.897,0.099,positive,,
59022.265961,r,17.102,0.034,positive,,
59019.368970,r,16.897,0.040,positive,,
59019.283009,g,18.621,0.073,positive,,
59016.476979,r,16.734,0.040,positive,,
59016.352292,g,18.502,0.116,positive,,
59013.394641,g,18.167,0.070,positive,,
59013.340324,r,16.599,0.033,positive,,
59010.476597,g,18.074,0.056,positive,,
59002.449780,g,17.940,0.144,positive,,
59001.379919,g,17.774,0.046,positive,,
59000.433090,g,16.899,,limit,,
58999.408137,g,17.703,0.050,positive,,
58999.328762,r,16.274,0.031,positive,,
58998.475486,r,16.265,0.037,positive,,
58998.432859,g,17.680,0.042,positive,,
58997.450972,r,16.225,0.035,positive,,
58997.415417,g,17.651,0.048,positive,,
58996.475069,r,16.253,0.031,positive,,
58996.426725,g,17.642,0.052,positive,,
58995.474329,r,16.228,0.048,positive,,
58994.425463,g,17.645,0.038,positive,,
58992.473831,g,17.594,0.050,positive,,
58992.430393,r,16.183,0.031,positive,,
58991.460602,r,16.211,0.032,positive,,
58991.413438,g,17.587,0.047,positive,,
58987.445035,g,17.522,0.043,positive,,
58987.352824,r,16.167,0.028,positive,,
58986.475289,r,16.153,0.045,positive,,
58986.433576,g,17.514,0.057,positive,,
58985.468947,r,16.163,0.037,positive,,
58985.452280,g,17.499,0.035,positive,,
58983.386273,r,16.156,0.028,positive,,
58981.454410,r,16.152,0.033,positive,,
58980.471690,r,16.125,0.035,positive,,
58980.455694,g,17.468,0.050,positive,,
58979.465023,r,16.141,0.037,positive,,
58979.445498,g,17.468,0.045,positive,,
58978.471724,r,16.142,0.031,positive,,
58978.427824,g,17.483,0.055,positive,,
58977.469210,r,19.054,,limit,,
58977.384826,g,17.469,0.072,positive,,
58976.462998,g,17.419,0.053,positive,,
58976.352361,r,16.137,0.035,positive,,
58975.468669,g,17.394,0.055,positive,,
58975.448565,r,16.136,0.029,positive,,
58974.478021,g,17.421,0.051,positive,,
58974.363704,r,16.137,0.037,positive,,
58973.474711,g,17.436,0.037,positive,,
58973.361215,r,16.133,0.029,positive,,
58972.473438,g,17.400,0.042,positive,,
58972.415069,r,16.136,0.037,positive,,
58971.448796,g,17.435,0.045,positive,,
58971.375370,r,16.128,0.029,positive,,
58970.469931,g,17.372,0.053,positive,,
58970.430081,r,16.130,0.030,positive,,
58968.468646,g,17.365,0.047,positive,,
58968.421366,r,16.124,0.030,positive,,
58967.448241,g,17.348,0.049,positive,,
58967.407049,r,16.118,0.031,positive,,
58966.467812,r,16.117,0.032,positive,,
58966.448299,g,17.348,0.038,positive,,
58965.451019,r,16.095,0.032,positive,,
58965.429722,g,17.339,0.047,positive,,
58964.445301,r,16.106,0.038,positive,,
58963.450278,g,17.307,0.043,positive,,
58963.409896,g,17.297,0.044,positive,,
58962.490093,g,17.306,0.038,positive,,
58962.469282,r,16.103,0.035,positive,,
58961.451794,r,16.110,0.028,positive,,
58956.496620,r,16.177,0.030,positive,,
58956.474005,g,17.243,0.049,positive,,
58955.473611,g,17.225,0.040,positive,,
58955.447639,r,16.081,0.028,positive,,
58944.465637,g,17.064,0.043,positive,,
58940.511377,r,16.050,0.036,positive,,
58940.492847,g,17.032,0.034,positive,,
