MJD,filter,unforced_mag,unforced_mag_error,unforced_mag_status,forced_ujy,forced_ujy_error
60128.201597,g,19.592,,limit,,
60126.370370,r,19.466,,limit,,
60126.206724,g,19.805,,limit,,
60124.358819,g,19.553,,limit,,
60124.239259,r,20.346,,limit,,
60122.303924,g,12.148,0.017,positive,,
60120.208333,r,20.635,,limit,,
60118.257778,g,12.019,0.015,positive,,
60118.217685,r,20.177,,limit,,
60116.247488,r,20.825,,limit,,
60116.201285,g,20.773,,limit,,
60114.284074,g,20.496,,limit,,
60114.238831,r,20.757,,limit,,
60112.260197,r,20.529,,limit,,
60112.222107,g,20.612,,limit,,
60110.263843,g,20.902,,limit,,
60110.225857,r,20.858,,limit,,
60105.300880,g,19.023,,limit,,
60105.264340,r,20.918,,limit,,
60103.241076,g,20.758,,limit,,
60103.205058,r,20.817,,limit,,
60101.357280,r,19.610,,limit,,
60101.284583,g,19.793,,limit,,
60098.352662,r,19.370,,limit,,
60098.199340,g,19.655,,limit,,
60093.431076,g,20.381,,limit,,
60093.386944,r,20.694,,limit,,
60091.362303,r,20.773,,limit,,
60089.326482,r,20.807,,limit,,
60089.298819,g,20.841,,limit,,
60083.322998,g,15.905,0.029,positive,,
60081.316412,g,20.810,,limit,,
60081.279329,r,20.636,,limit,,
60079.350104,g,20.746,,limit,,
60079.332049,r,20.893,,limit,,
60077.385822,g,20.339,,limit,,
60077.325486,r,20.493,,limit,,
60073.323044,r,20.232,,limit,,
60073.262361,g,20.536,,limit,,
60065.301100,g,19.919,,limit,,
60063.424317,g,20.606,,limit,,
60063.407627,r,20.678,,limit,,
60061.358808,g,20.697,,limit,,
60061.320799,r,20.719,,limit,,
60059.323819,g,20.807,,limit,,
60059.305903,r,20.531,,limit,,
60057.386215,r,20.179,,limit,,
60057.303762,g,20.894,,limit,,
60055.358657,r,20.789,,limit,,
60055.293252,g,20.382,,limit,,
