MJD,filter,unforced_mag,unforced_mag_error,unforced_mag_status,forced_ujy,forced_ujy_error
59815.462732,r,15.593,0.025,positive,,
59815.419850,g,15.827,0.039,positive,,
59813.419954,r,15.525,0.023,positive,,
59813.397616,r,20.338,,limit,,
59813.336111,g,15.775,0.027,positive,,
59810.439664,r,15.428,0.027,positive,,
59810.434398,r,20.041,,limit,,
59810.413472,g,15.642,0.043,positive,,
59810.377025,g,15.632,0.034,positive,,
59808.435532,r,15.394,0.032,positive,,
59807.440718,g,15.708,0.049,positive,,
59807.366771,r,15.451,0.033,positive,,
59803.456354,g,15.693,0.032,positive,,
59803.399699,r,15.420,0.041,positive,,
59803.378102,r,15.407,0.024,positive,,
59801.418518,g,15.677,0.049,positive,,
59801.399109,g,15.655,0.035,positive,,
59798.441447,r,15.288,0.021,positive,,
59798.440972,r,15.295,0.028,positive,,
59798.419109,g,15.576,0.041,positive,,
59795.441481,r,15.280,0.044,positive,,
59795.440532,r,15.301,0.044,positive,,
59795.419769,g,15.651,0.041,positive,,
59793.444815,g,15.704,0.034,positive,,
59793.381157,r,20.228,,limit,,
59790.373773,g,15.619,0.035,positive,,
59788.470544,g,20.529,,limit,,
59788.437431,r,20.390,,limit,,
59786.460232,g,15.550,0.030,positive,,
59786.401736,r,20.488,,limit,,
59786.399850,r,20.269,,limit,,
59783.469653,r,15.070,0.027,positive,,
59783.469190,r,15.117,0.031,positive,,
59783.422859,g,15.467,0.033,positive,,
59783.421910,g,15.470,0.029,positive,,
59780.460567,g,15.531,0.039,positive,,
59780.457234,g,15.488,0.044,positive,,
59780.423090,g,15.523,0.023,positive,,
59780.421667,g,15.490,0.046,positive,,
59776.446481,r,14.928,0.041,positive,,
59776.414931,r,14.909,0.025,positive,,
59774.457998,r,14.880,0.029,positive,,
59774.426713,r,14.870,0.024,positive,,
59774.425764,r,14.854,0.025,positive,,
59772.420671,r,14.797,0.027,positive,,
59771.458877,g,15.304,0.033,positive,,
59770.442859,g,20.408,,limit,,
59770.408519,g,15.267,0.027,positive,,
59769.421505,g,15.315,0.027,positive,,
59766.437384,g,15.304,0.035,positive,,
59765.453438,r,14.733,0.026,positive,,
59765.425081,g,15.320,0.023,positive,,
59763.459132,g,15.260,0.026,positive,,
59763.433831,r,14.658,0.031,positive,,
59762.435301,r,19.778,,limit,,
