,MJD,filter,unforced_mag,unforced_mag_error,unforced_mag_status,forced_ujy,forced_ujy_error
456,58851.537812,g,19.443,0.194,positive,,
457,58851.536458,g,19.421,0.131,positive,,
459,58849.510579,g,19.481,0.107,positive,,
460,58849.505127,g,19.451,0.116,positive,,
463,58846.56287,g,19.387,0.096,positive,,
464,58846.562384,g,19.441,0.145,positive,,
467,58838.470393,g,18.996,0.279,positive,,
468,58836.572766,g,19.247,0.152,positive,,
469,58836.571412,g,19.344,0.145,positive,,
470,58836.557234,g,19.296,0.138,positive,,
471,58836.556285,g,19.351,0.124,positive,,
472,58836.555833,g,19.245,0.088,positive,,
478,58833.558472,g,19.072,0.231,positive,,
479,58833.551192,g,19.381,0.266,positive,,
480,58833.550718,g,19.405,0.279,positive,,
481,58833.549699,g,19.557,0.35,positive,,
488,58831.554711,g,19.226,0.195,positive,,
490,58830.560544,g,19.185,0.171,positive,,
491,58830.560093,g,19.304,0.162,positive,,
493,58828.560995,g,19.211,0.139,positive,,
497,58823.51897,g,18.664,0.356,positive,,
505,58812.428079,g,19.145,0.114,positive,,
506,58805.532708,g,18.963,0.141,positive,,
507,58805.531331,g,18.969,0.14,positive,,
508,58805.53088,g,19.088,0.12,positive,,
510,58804.508657,g,19.055,0.134,positive,,
511,58802.549803,g,18.976,0.166,positive,,
512,58802.549317,g,18.765,0.182,positive,,
513,58802.548866,g,18.942,0.129,positive,,
518,58792.547847,g,18.914,0.118,positive,,
519,58792.547396,g,18.833,0.111,positive,,
520,58792.530972,g,18.833,0.146,positive,,
522,58792.530521,g,18.89,0.104,positive,,
530,58789.513241,g,18.762,0.095,positive,,
531,58789.512789,g,18.828,0.1,positive,,
532,58789.511389,g,18.835,0.084,positive,,
533,58789.510937,g,18.891,0.141,positive,,
534,58786.528692,g,18.74,0.32,positive,,
535,58786.528241,g,18.938,0.312,positive,,
538,58779.515278,g,18.671,0.125,positive,,
539,58779.514826,g,18.67,0.099,positive,,
542,58726.155613,g,18.24,0.097,positive,,
544,58720.159155,g,18.163,0.079,positive,,
545,58720.158704,g,18.178,0.079,positive,,
546,58716.153553,g,18.165,0.069,positive,,
547,58716.153102,g,18.163,0.081,positive,,
550,58707.217407,g,18.106,0.107,positive,,
552,58706.220498,g,18.049,0.07,positive,,
554,58705.217755,g,18.02,0.092,positive,,
558,58695.163727,g,17.911,0.121,positive,,
559,58695.163264,g,18.01,0.138,positive,,
560,58694.213877,g,17.921,0.06,positive,,
562,58693.248275,g,17.874,0.081,positive,,
563,58693.247824,g,17.913,0.077,positive,,
564,58692.223507,g,17.939,0.059,positive,,
565,58692.204977,g,17.92,0.057,positive,,
566,58692.204526,g,17.866,0.062,positive,,
568,58691.220937,g,17.954,0.057,positive,,
570,58690.200231,g,17.901,0.063,positive,,
571,58690.19978,g,17.877,0.067,positive,,
575,58688.200856,g,17.895,0.052,positive,,
576,58686.197188,g,17.823,0.063,positive,,
577,58686.196285,g,17.854,0.06,positive,,
578,58684.259398,g,17.936,0.105,positive,,
580,58683.269363,g,17.895,0.091,positive,,
585,58683.175174,g,17.796,0.062,positive,,
588,58680.180671,g,17.768,0.078,positive,,
