,MJD,filter,unforced_mag,unforced_mag_error,unforced_mag_status,forced_ujy,forced_ujy_error
8,59550.472639,g,20.028,0.154,positive,,
9,59532.516493,g,19.599,0.167,positive,,
13,59527.493692,g,19.412,0.114,positive,,
15,59525.475544,g,19.532,0.151,positive,,
16,59523.54544,g,19.459,0.132,positive,,
18,59521.515926,g,19.393,0.153,positive,,
20,59517.485289,g,19.393,0.122,positive,,
