,MJD,filter,unforced_mag,unforced_mag_error,unforced_mag_status,forced_ujy,forced_ujy_error
88,60398.435289,r,16.597,0.034,positive,802.9,8.1
100,60363.428576,r,16.098,0.029,positive,1317.8,17.8
116,60289.479016,r,14.995,0.043,positive,,
