,MJD,filter,unforced_mag,unforced_mag_error,unforced_mag_status,forced_ujy,forced_ujy_error
2,60088.238912,r,20.815,,limit,,
5,60086.172361,r,20.221,,limit,,
6,60084.235289,r,20.766,,limit,,
9,60082.194155,r,20.199,,limit,,
11,60080.220926,r,20.522,,limit,,
13,60078.262836,r,20.607,,limit,,
14,60076.332894,r,20.524,,limit,,
17,60064.28875,r,20.068,,limit,,
20,60062.179526,r,20.301,,limit,,
22,60060.321713,r,20.437,,limit,,
