,MJD,filter,unforced_mag,unforced_mag_error,unforced_mag_status,forced_ujy,forced_ujy_error
42,60045.323345,g,20.507,0.231,positive,,
46,60036.327338,g,19.017,0.114,positive,,
50,60020.217546,g,19.263,0.103,positive,,
