,MJD,filter,unforced_mag,unforced_mag_error,unforced_mag_status,forced_ujy,forced_ujy_error
30,60042.26603,g,18.171,,limit,,
37,60013.323067,g,18.742,,limit,,
42,59985.25934,g,19.741,,limit,,
44,59983.403634,g,19.287,,limit,,
46,59977.4839,g,19.52,,limit,,
48,59971.374815,g,20.277,,limit,,
51,59968.340498,g,20.245,,limit,,
52,59965.363206,g,19.93,,limit,,
